titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
movie,Scary Movie 5,Scary Movie 5,0,2013,\N,86,Comedy
movie,13,13,0,2010,\N,91,"Drama,Thriller"
video,Carnies,Carnies,0,2010,\N,82,"Horror,Thriller"
tvMovie,For Love of Liberty: The Story of America's Black Patriots,For Love of Liberty: The Story of America's Black Patriots,0,2010,\N,115,Documentary
movie,The Guardians,The Guardians,0,2010,\N,88,"Comedy,Family"
movie,Ironmen,Ironmen,0,2010,\N,119,"Biography,Drama"
tvSeries,The Sports Reporters,The Sports Reporters,0,2016,\N,60,Talk-Show
movie,Clash of the Titans,Clash of the Titans,0,2010,\N,106,"Action,Adventure,Fantasy"
movie,Nemesis,Nemesis,0,2010,\N,83,Drama
movie,Thor,Thor,0,2011,\N,115,"Action,Adventure,Fantasy"
movie,Red Dog,Red Dog,0,2011,\N,92,"Biography,Comedy,Drama"
movie,Warcraft,Warcraft,0,2016,\N,123,"Action,Adventure,Fantasy"
movie,Devil's Knot,Devil's Knot,0,2013,\N,114,"Biography,Crime,Drama"
movie,Folk!,Folk!,0,2010,\N,\N,Documentary
movie,It's Kind of a Funny Story,It's Kind of a Funny Story,0,2010,\N,101,"Comedy,Drama,Romance"
movie,The Mule,La mula,0,2013,\N,100,"Comedy,Drama"
movie,Spoon,Spoon,0,2011,\N,\N,"Action,Drama,Fantasy"
movie,A Letter to Elia,A Letter to Elia,0,2010,\N,60,Documentary
movie,The Last Pogo Jumps Again,The Last Pogo Jumps Again,0,2013,\N,200,"Documentary,Music"
movie,Tooth Fairy,Tooth Fairy,0,2010,\N,101,"Comedy,Family,Fantasy"
movie,Belle du Seigneur,Belle du Seigneur,0,2012,\N,104,"Drama,Romance"
movie,Cross the Line,Cross the Line,0,2010,\N,87,Action
movie,The Danish Girl,The Danish Girl,0,2015,\N,119,"Biography,Drama,History"
movie,Eyes of the Mothman,Eyes of the Mothman,0,2011,\N,150,Documentary
movie,Jack and Jill,Jack and Jill,0,2011,\N,91,Comedy
movie,Take Me Home Tonight,Take Me Home Tonight,0,2011,\N,97,"Comedy,Drama,Romance"
movie,Plumíferos - Aventuras voladoras,Plumíferos - Aventuras voladoras,0,2010,\N,80,"Adventure,Animation,Family"
movie,Lavoe,The King Hector Lavoe,0,2011,\N,90,"Drama,Music"
movie,The Do-Deca-Pentathlon,The Do-Deca-Pentathlon,0,2012,\N,76,Comedy
movie,Meridian Lines,Meridian Lines,0,2013,\N,\N,Drama
movie,American Flyer,American Flyer,0,2010,\N,100,Adventure
movie,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,0,2010,\N,118,"Adventure,Family,Fantasy"
movie,Art Officially Favored,Art Officially Favored,0,2019,\N,90,"Biography,Documentary,Fantasy"
movie,Ashes,Ashes,0,2010,\N,\N,Drama
movie,She's Out of My League,She's Out of My League,0,2010,\N,104,"Comedy,Romance"
movie,Card Subject to Change,Card Subject to Change,0,2010,\N,87,Documentary
movie,The Book Thief,The Book Thief,0,2013,\N,131,"Drama,War"
movie,Conan the Barbarian,Conan the Barbarian,0,2011,\N,113,"Action,Adventure,Fantasy"
movie,Shanghai Hotel,Shanghai Hotel,0,2011,\N,110,Drama
movie,Interstellar,Interstellar,0,2014,\N,169,"Adventure,Drama,Sci-Fi"
movie,World War Z,World War Z,0,2013,\N,116,"Action,Adventure,Horror"
movie,Flipped,Flipped,0,2010,\N,90,"Comedy,Drama,Romance"
movie,Valentine's Day,Valentine's Day,0,2010,\N,125,"Comedy,Romance"
movie,The Power of Few,The Power of Few,0,2013,\N,96,"Action,Crime,Drama"
movie,Dreamkiller,Dreamkiller,0,2010,\N,110,Thriller
movie,Soupernatural,Soupernatural,0,2010,\N,\N,Drama
movie,Manhattan Minutiae,Manhattan Minutiae,0,2016,\N,99,"Comedy,Music,Romance"
movie,Priest,Priest,0,2011,\N,87,"Action,Fantasy,Horror"
movie,The Long Falling,Où va la nuit,0,2011,\N,105,Drama
movie,Maximum Ride,Maximum Ride,0,2016,\N,88,"Action,Adventure,Comedy"
movie,Caravaggio and My Mother the Pope,Caravaggio and My Mother the Pope,0,2018,\N,90,"Comedy,Drama"
movie,Return to Yucca Flats: Desert Man-Beast,Return to Yucca Flats: Desert Man-Beast,0,2010,\N,79,"Comedy,Horror"
movie,Magic,Magic,0,2010,\N,\N,"Adventure,Family"
movie,Wild in the Streets,Wild in the Streets,0,2012,\N,82,Documentary
movie,Dracula Untold,Dracula Untold,0,2014,\N,92,"Action,Drama,Fantasy"
movie,Gallowwalkers,Gallowwalkers,0,2012,\N,90,"Action,Horror,Thriller"
video,Santeria: The Soul Possessed,Santeria: The Soul Possessed,0,2012,\N,82,Horror
movie,Waking Madison,Waking Madison,0,2010,\N,89,Drama
movie,Godzilla,Godzilla,0,2014,\N,123,"Action,Adventure,Sci-Fi"
movie,Land,Land,0,2010,\N,76,Documentary
movie,The Babymakers,The Babymakers,0,2012,\N,95,Comedy
movie,Electric Slide,Electric Slide,0,2014,\N,95,"Action,Biography,Crime"
movie,Krystal,Krystal,0,2017,\N,90,"Comedy,Drama"
movie,Pee-wee's Big Holiday,Pee-wee's Big Holiday,0,2016,\N,90,"Adventure,Comedy,Family"
movie,Approaching Midnight,Approaching Midnight,0,2013,\N,86,"Crime,Drama,Romance"
movie,Hotel Transylvania,Hotel Transylvania,0,2012,\N,91,"Animation,Comedy,Family"
movie,Pet Sematary,Pet Sematary,0,2019,\N,\N,Horror
movie,Retreat!,Retreat!,0,2016,\N,\N,"Comedy,Drama,War"
movie,Bhopal: A Prayer for Rain,Bhopal: A Prayer for Rain,0,2014,\N,96,Drama
short,Eloise,Eloise,0,2014,\N,11,"Drama,Short"
movie,Everyday Sunshine: The Story of Fishbone,Everyday Sunshine: The Story of Fishbone,0,2010,\N,107,"Documentary,Music"
movie,The Town,The Town,0,2010,\N,125,"Crime,Drama,Thriller"
movie,Río de oro,Río de oro,0,2010,\N,\N,Western
movie,Whatever Happened to Pete Blaggit?,Whatever Happened to Pete Blaggit?,0,2012,\N,94,"Comedy,Sci-Fi"
movie,The Kids Are All Right,The Kids Are All Right,0,2010,\N,106,"Comedy,Drama,Romance"
movie,The Fallen Word,The Fallen Word,0,2013,\N,60,"Drama,Fantasy,Mystery"
movie,Ivan Mosjoukine ou L'enfant du carnaval,Ivan Mosjoukine ou L'enfant du carnaval,0,2016,\N,67,Documentary
movie,Killer by Nature,Killer by Nature,0,2010,\N,94,"Adventure,Crime,Drama"
movie,Pox,Pox,0,2011,\N,100,"Comedy,Sci-Fi"
movie,Hoodwinked Too! Hood vs. Evil,Hoodwinked Too! Hood vs. Evil,0,2011,\N,86,"Animation,Comedy,Crime"
movie,Gangster Exchange,Gangster Exchange,0,2010,\N,95,Action
movie,Loot,Loot,0,2011,\N,\N,"Action,Comedy,Crime"
movie,Neowolf,Neowolf,0,2010,\N,88,"Horror,Thriller"
movie,Night Traveler,Night Traveler,0,2013,\N,\N,Adventure
movie,Fun in the Army,Fauj Mein Mauj,0,2010,\N,\N,Comedy
movie,The Speed of Thought,The Speed of Thought,0,2011,\N,93,"Sci-Fi,Thriller"
movie,The Avengers,The Avengers,0,2012,\N,143,"Action,Adventure,Sci-Fi"
movie,Epic,Epic,0,2013,\N,102,"Adventure,Animation,Family"
movie,The Sighting,Travis,0,2016,\N,98,"Horror,Sci-Fi,Thriller"
movie,Duel of Legends,Duel of Legends,0,2018,\N,\N,"Action,Drama,Sport"
video,Change Your Life!,Change Your Life!,0,2010,\N,\N,Comedy
movie,Jack & Diane,Jack & Diane,0,2012,\N,110,"Drama,Horror,Romance"
movie,Jackson Arms,Jackson Arms,0,2015,\N,90,Romance
movie,Risen,Risen,0,2010,\N,121,"Biography,Drama"
movie,Sir Billi,Sir Billi,0,2012,\N,76,"Adventure,Animation,Comedy"
movie,Folie à deux,Folie à deux,0,2012,\N,\N,Drama
movie,Bloudím,Bloudím,0,2010,\N,75,Drama
movie,Naked Run,Naked Run,0,2011,\N,84,Comedy
movie,A Summer Song,A Summer Song,0,2010,\N,\N,Drama
movie,This Is What Love in Action Looks Like,This Is What Love in Action Looks Like,0,2011,\N,74,Documentary
movie,Great American Dream,Great American Dream,0,2013,\N,90,"Drama,Sport"
movie,Kolorádó Kid,Kolorádó Kid,0,2010,\N,111,"Drama,Romance"
movie,The Sweeney,The Sweeney,0,2012,\N,112,"Action,Crime,Drama"
movie,2001 Maniacs: Field of Screams,2001 Maniacs: Field of Screams,0,2010,\N,84,"Comedy,Horror"
movie,Immortal Island,Immortal Island,0,2011,\N,84,"Adventure,Horror,Thriller"
movie,Wide Blue Yonder,Wide Blue Yonder,0,2010,\N,82,"Comedy,Drama"
movie,The Golden Greek: The Harry Agganis Story,The Golden Greek: The Harry Agganis Story,0,2010,\N,\N,Documentary
movie,Super Troopers 2,Super Troopers 2,0,2018,\N,99,"Comedy,Crime,Mystery"
movie,Evangelion: 3.0 You Can (Not) Redo,Evangerion shin gekijôban: Kyu,0,2012,\N,96,"Action,Animation,Drama"
movie,Zenitram,Zenitram,0,2010,\N,103,"Action,Adventure,Comedy"
movie,Lupin the 3rd,Rupan sansei,0,2014,\N,133,"Action,Adventure,Comedy"
movie,Dukun,Dukun,0,2018,\N,108,"Horror,Thriller"
movie,Mr. Peabody & Sherman,Mr. Peabody & Sherman,0,2014,\N,92,"Adventure,Animation,Comedy"
movie,Letting Go,Letting Go,0,2012,\N,83,"Drama,Romance"
movie,6 Month Rule,6 Month Rule,0,2011,\N,100,Comedy
movie,Catharsis,Katharsis,0,2011,\N,89,Mystery
movie,Jungle Cruise,Jungle Cruise,0,2019,\N,\N,Adventure
movie,Touch Wood,Touch Wood,0,2010,\N,\N,Comedy
movie,The Nightclub Days,The Nightclub Days,0,2012,\N,\N,Comedy
movie,"Surprise, Surprise","Surprise, Surprise",0,2010,\N,83,Drama
movie,My Soul to Take,My Soul to Take,0,2010,\N,107,"Horror,Mystery,Thriller"
movie,Red State,Red State,0,2011,\N,88,"Action,Crime,Horror"
movie,The Dot Man,The Dot Man,0,2017,\N,\N,"Drama,Thriller"
movie,Beijing Taxi,Beijing Taxi,0,2010,\N,78,Documentary
movie,The Secret Philosophy,The Secret Philosophy,0,2010,\N,90,Thriller
movie,Rain Falls from Earth: Surviving Cambodia's Darkest Hour,Rain Falls from Earth: Surviving Cambodia's Darkest Hour,0,2011,\N,\N,Documentary
movie,Rift,Rift,0,2011,\N,100,"Horror,Thriller"
movie,Bury the Hatchet,Bury the Hatchet,0,2010,\N,120,Documentary
movie,Chûshingura,Chûshingura,0,2016,\N,76,\N
movie,Bulletface,Bulletface,0,2010,\N,82,Thriller
movie,First Circle,First Circle,0,2010,\N,72,Documentary
movie,Jewtopia,Jewtopia,0,2012,\N,90,"Comedy,Romance"
movie,Please Give,Please Give,0,2010,\N,87,"Comedy,Drama"
movie,Harm's Way,Harm's Way,0,2010,\N,82,Thriller
movie,Torn,Torn,0,2010,\N,\N,Thriller
movie,Eat Pray Love,Eat Pray Love,0,2010,\N,133,"Drama,Romance"
movie,Mama I Want to Sing,Mama I Want to Sing,0,2011,\N,100,Musical
movie,Sanctum,Sanctum,0,2011,\N,108,"Adventure,Drama,Thriller"
movie,AIR: The Musical,AIR: The Musical,0,2010,\N,100,"Comedy,Musical,Romance"
movie,Snitch,Snitch,0,2013,\N,112,"Action,Drama,Thriller"
tvMovie,Mr. Hockey: The Gordie Howe Story,Mr. Hockey: The Gordie Howe Story,0,2013,\N,87,"Biography,Drama,Sport"
movie,Wreckage,Wreckage,0,2010,\N,87,"Horror,Thriller"
movie,Drain Baby,Drain Baby,0,2011,\N,\N,Horror
movie,Legends of Oz: Dorothy's Return,Legends of Oz: Dorothy's Return,0,2013,\N,88,"Adventure,Animation,Family"
movie,The Wedding Ringer,The Wedding Ringer,0,2015,\N,101,Comedy
tvMovie,Medium Raw: Night of the Wolf,Medium Raw: Night of the Wolf,0,2010,\N,100,"Fantasy,Thriller"
movie,Hyenas,Hyenas,0,2011,\N,92,Horror
movie,Repo,Repo,0,2010,\N,97,"Comedy,Drama"
movie,Rollerboy,Rollerboy,0,2013,\N,81,Documentary
movie,Honor,Kavod,0,2010,\N,118,"Crime,Drama,Thriller"
movie,The Switch,The Switch,0,2010,\N,101,"Comedy,Drama,Romance"
movie,RxCannabis: A Freedom Tale,RxCannabis: A Freedom Tale,0,2018,\N,83,Documentary
movie,Hamlet A.D.D.,Hamlet A.D.D.,0,2014,\N,95,"Animation,Comedy,Fantasy"
movie,Gun of the Black Sun,Gun of the Black Sun,0,2011,\N,90,Fantasy
movie,Letters to Juliet,Letters to Juliet,0,2010,\N,105,"Adventure,Comedy,Drama"
movie,How to Train Your Dragon,How to Train Your Dragon,0,2010,\N,98,"Action,Adventure,Animation"
movie,Shrek Forever After,Shrek Forever After,0,2010,\N,93,"Adventure,Animation,Comedy"
movie,Blur,Blur,0,2011,\N,90,"Drama,Mystery,Thriller"
movie,From Prada to Nada,From Prada to Nada,0,2011,\N,107,"Comedy,Drama,Romance"
movie,The Whistleblower,The Whistleblower,0,2010,\N,112,"Action,Biography,Crime"
video,Between the Sand and the Sky,Between the Sand and the Sky,0,2014,\N,4,"Adventure,Romance,Western"
movie,Don't Fade Away,Don't Fade Away,0,2010,\N,89,Drama
movie,The Key Man,The Key Man,0,2011,\N,80,"Crime,Drama,Thriller"
movie,Suite Française,Suite Française,0,2014,\N,107,"Drama,Romance,War"
movie,Psych:9,Psych:9,0,2010,\N,98,"Horror,Mystery,Thriller"
movie,Acts of Violence,Acts of Violence,0,2010,\N,\N,"Crime,Drama,Thriller"
video,Butchered,Butchered,0,2010,\N,71,Horror
video,Silent Vengeance,Silent Vengeance,0,2011,\N,90,Horror
video,Privileged,Privileged,0,2010,\N,\N,Drama
short,Red Princess Blues,Red Princess Blues,0,2010,\N,11,"Action,Short,Thriller"
movie,Westbrick Murders,Westbrick Murders,0,2010,\N,90,"Action,Crime,Thriller"
movie,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,0,2012,\N,169,"Adventure,Family,Fantasy"
movie,Love & Mercy,Love & Mercy,0,2014,\N,121,"Biography,Drama,Music"
video,Blood: A Butcher's Tale,Blood: A Butcher's Tale,0,2010,\N,\N,Horror
movie,The Thing,The Thing,0,2011,\N,103,"Horror,Mystery,Sci-Fi"
movie,The Grind,The Grind,0,2012,\N,85,"Crime,Thriller"
movie,The Unlikely's,The Unlikely's,0,2016,\N,\N,Comedy
tvEpisode,"The $10,000 Gift","The $10,000 Gift",0,2010,\N,\N,Romance
movie,Black Butterflies,Black Butterflies,0,2011,\N,100,"Biography,Drama"
movie,Prey,Proie,0,2010,\N,90,"Adventure,Drama,Horror"
video,N.Y.C. Underground,N.Y.C. Underground,0,2013,\N,87,"Action,Thriller"
movie,Eager to Die,Eager to Die,0,2010,\N,109,"Drama,Thriller"
movie,Exposed,Exposed,0,2012,\N,82,"Drama,Mystery,Thriller"
movie,A Merry Friggin' Christmas,A Merry Friggin' Christmas,0,2014,\N,88,Comedy
movie,Movin' In,Movin' In,0,2010,\N,95,"Comedy,Romance"
tvMiniSeries,Bloodletting & Miraculous Cures,Bloodletting & Miraculous Cures,0,2010,\N,60,Drama
movie,House Under Siege,House Under Siege,0,2010,\N,78,"Action,Thriller"
movie,Monkeyman935,Monkeyman935,0,2010,\N,\N,Horror
video,RMS Titanic: The Story Biograph Told,RMS Titanic: The Story Biograph Told,0,2012,\N,60,"Adventure,Documentary,Drama"
movie,Unthinkable,Unthinkable,0,2010,\N,97,"Drama,Thriller"
movie,Jackboots on Whitehall,Jackboots on Whitehall,0,2010,\N,91,"Animation,Comedy,Sci-Fi"
movie,Gangster Kittens,Gangster Kittens,0,2016,\N,\N,"Drama,Thriller"
movie,Periphery,Periphery,0,2011,\N,\N,Drama
movie,Victim,Victim,0,2010,\N,90,"Horror,Thriller"
movie,The Legend of Tarzan,The Legend of Tarzan,0,2016,\N,110,"Action,Adventure,Drama"
movie,The Happy Housewife,De gelukkige huisvrouw,0,2010,\N,100,"Comedy,Drama,Romance"
movie,I Am Not a Bird,I Am Not a Bird,0,2018,\N,\N,"Drama,Thriller"
movie,The Dead Undead,The Dead Undead,0,2010,\N,89,"Action,Horror,Sci-Fi"
video,Hogzilla,Hogzilla,0,2014,\N,90,Horror
movie,Truth About Kerry,Truth About Kerry,0,2010,\N,84,"Drama,Mystery,Thriller"
movie,Pizza with Bullets,Pizza with Bullets,0,2010,\N,99,Comedy
movie,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1,0,2010,\N,146,"Adventure,Family,Fantasy"
movie,Road to Red,Road to Red,0,2016,\N,120,"Action,Adventure,Thriller"
movie,White Men Can't Dance,White Men Can't Dance,0,2012,\N,105,"Drama,Family"
tvSeries,Shooting Gallery,Shooting Gallery,0,2011,\N,\N,\N
tvEpisode,Celebrity Mastermind 2009/2010: Episode 5,Celebrity Mastermind 2009/2010: Episode 5,0,2010,\N,28,Game-Show
movie,The Penthouse,The Penthouse,0,2010,\N,89,Comedy
movie,Deep Gold 3D,Deep Gold,0,2011,\N,86,Action
videoGame,Star Trek Online,Star Trek Online,0,2010,\N,\N,"Action,Adventure,Sci-Fi"
movie,The Man in the Silo,The Man in the Silo,0,2016,\N,55,Drama
movie,Jun-09,Jun-09,0,2018,\N,95,"Horror,Mystery,Thriller"
movie,"Glenn, the Flying Robot","Glenn, the Flying Robot",0,2010,\N,85,"Drama,Sci-Fi"
movie,The Waiter,The Waiter,0,2010,\N,92,"Action,Crime,Drama"
movie,Rabbit Hole,Rabbit Hole,0,2010,\N,91,Drama
tvEpisode,Garage Alone/Camp Happy Helpers,Garage Alone/Camp Happy Helpers,0,2017,\N,22,"Adventure,Animation,Comedy"
movie,Joe Dick,Joe Dick,0,2017,\N,96,Comedy
movie,The Devil's Flower,Tsvetok dyavola,0,2010,\N,90,"Mystery,Romance"
movie,The Last Airbender,The Last Airbender,0,2010,\N,103,"Action,Adventure,Family"
movie,Freaky Deaky,Freaky Deaky,0,2012,\N,90,"Comedy,Crime,Thriller"
movie,Silent Hill: Revelation,Silent Hill: Revelation,0,2012,\N,95,Horror
tvSeries,Regresso a Sizalinda,Regresso a Sizalinda,0,2010,\N,\N,Drama
movie,Arthur 3: The War of the Two Worlds,Arthur 3: la guerre des deux mondes,0,2010,\N,101,"Adventure,Animation,Family"
movie,White Knuckles,White Knuckles,0,2010,\N,88,"Drama,Thriller"
movie,Salt,Salt,0,2010,\N,100,"Action,Crime,Mystery"
tvSeries,Game of Thrones,Game of Thrones,0,2011,\N,57,"Action,Adventure,Drama"
movie,Source Code,Source Code,0,2011,\N,93,"Mystery,Romance,Sci-Fi"
tvEpisode,Balls,Balls,0,2013,\N,\N,"Documentary,History"
movie,Black Swan,Black Swan,0,2010,\N,108,"Drama,Thriller"
movie,Green Zone,Green Zone,0,2010,\N,115,"Action,Drama,Thriller"
movie,The Amazing Spider-Man,The Amazing Spider-Man,0,2012,\N,136,"Action,Adventure,Sci-Fi"
movie,Coffee Sex You,Coffee Sex You,0,2014,\N,88,Drama
tvEpisode,Insulation,Insulation,0,2013,\N,\N,"Documentary,History"
movie,The Killer Inside Me,The Killer Inside Me,0,2010,\N,109,"Crime,Drama,Thriller"
movie,Robin Hood,Robin Hood,0,2010,\N,140,"Action,Adventure,Drama"
movie,Reach Me,Reach Me,0,2014,\N,95,"Comedy,Crime,Drama"
movie,Nine Dead,Nine Dead,0,2010,\N,98,"Crime,Drama,Horror"
movie,Heart of Now,Heart of Now,0,2010,\N,90,Drama
videoGame,Final Fantasy XV,Fainaru fantajî XV,0,2016,\N,\N,"Action,Adventure,Fantasy"
movie,Let Me Survive,Let Me Survive,0,2013,\N,\N,Drama
movie,Beautiful Darling,Beautiful Darling,0,2010,\N,85,Documentary
movie,Private Security Officer: Los Angeles,Private Security Officer: Los Angeles,0,2010,\N,84,"Action,Comedy,Crime"
movie,"Truth in Numbers? Everything, According to Wikipedia","Truth in Numbers? Everything, According to Wikipedia",0,2010,\N,85,Documentary
movie,Avenge,Avenge,0,2014,\N,88,Drama
movie,A Monster in Paris,Un monstre à Paris,0,2011,\N,90,"Adventure,Animation,Comedy"
movie,Devour,Devour,0,2011,\N,\N,Horror
movie,The Trouble with Cali,The Trouble with Cali,0,2012,\N,\N,Comedy
movie,The House of Sun,Dom Solntsa,0,2010,\N,110,Drama
movie,Made in Romania,Made in Romania,0,2010,\N,95,Comedy
movie,Feast of the Assumption: BTK and the Otero Family Murders,Feast of the Assumption: The Otero Family Murders,0,2010,\N,86,"Crime,Documentary"
movie,The Sorcerer's Apprentice,The Sorcerer's Apprentice,0,2010,\N,109,"Action,Adventure,Family"
movie,The Fighter,The Fighter,0,2010,\N,116,"Biography,Drama,Sport"
movie,Pushin' Up Daisies,Pushin' Up Daisies,0,2010,\N,87,Comedy
tvSeries,Bubble Guppies,Bubble Guppies,0,2011,2019,24,"Animation,Comedy,Family"
movie,Have You Heard from Johannesburg: Hell of a Job,Have You Heard from Johannesburg: Hell of a Job,0,2010,\N,57,Documentary
movie,Have You Heard from Johannesburg: Road to Resistance,Have You Heard from Johannesburg: Road to Resistance,0,2010,\N,65,Documentary
movie,L'imbroglio nel lenzuolo,L'imbroglio nel lenzuolo,0,2010,\N,105,"Comedy,Romance"
movie,The Conspirator,The Conspirator,0,2010,\N,122,"Crime,Drama,History"
movie,Little Witch on a Broomstick,Saxána a Lexikon kouzel,0,2011,\N,90,"Animation,Comedy,Family"
movie,Strange Frame: Love & Sax,Strange Frame: Love & Sax,0,2012,\N,98,"Animation,Crime,Music"
movie,White Wall,White Wall,0,2010,\N,91,"Action,Mystery,Sci-Fi"
movie,Hugo,Hugo,0,2011,\N,126,"Adventure,Drama,Family"
movie,Little Fockers,Little Fockers,0,2010,\N,98,"Comedy,Romance"
movie,The Chosen One,The Chosen One,0,2010,\N,101,"Comedy,Drama"
movie,The Reason,La razón,0,2010,\N,70,"Drama,Fantasy,History"
tvEpisode,Ick Alone,Ick Alone,0,2012,\N,\N,"Animation,Family"
tvEpisode,The Big Race,The Big Race,0,2012,\N,\N,"Animation,Family"
tvEpisode,Windy Night,Windy Night,0,2012,\N,\N,"Animation,Family"
tvEpisode,World Tree Day,World Tree Day,0,2012,\N,\N,"Animation,Family"
movie,Back Roads,Back Roads,0,2018,\N,101,"Drama,Thriller"
movie,Have You Heard from Johannesburg: Fair Play,Have You Heard from Johannesburg: Fair Play,0,2010,\N,96,Documentary
movie,Have You Heard from Johannesburg: The Bottom Line,Have You Heard from Johannesburg: The Bottom Line,0,2010,\N,86,Documentary
movie,Lives and Deaths of the Poets,Lives and Deaths of the Poets,0,2011,\N,93,Comedy
movie,Headhunter: The Assessment Weekend,Headhunter: The Assessment Weekend,0,2010,\N,93,Thriller
movie,Justice League,Justice League,0,2017,\N,120,"Action,Adventure,Fantasy"
movie,Black Limousine,The Land of the Astronauts,0,2010,\N,102,Drama
movie,Hitchcock,Hitchcock,0,2012,\N,98,"Biography,Drama"
movie,Sinatra Club,Sinatra Club,0,2010,\N,88,"Action,Biography,Crime"
short,Detention,Detention,0,2012,\N,16,"Adventure,Comedy,Horror"
movie,Boyle Heights,Boyle Heights,0,2010,\N,101,Action
movie,Chooriyan,Chooriyan,0,2015,\N,\N,"Drama,Musical,Romance"
movie,Fair Game,Fair Game,0,2010,\N,108,"Biography,Drama,Thriller"
videoGame,Red Steel 2,Red Steel 2,0,2010,\N,\N,"Action,Western"
movie,Sucker Punch,Sucker Punch,0,2011,\N,110,"Action,Fantasy"
movie,Have You Heard from Johannesburg: Free at Last,Have You Heard from Johannesburg: Free at Last,0,2010,\N,78,Documentary
tvSeries,Boardwalk Empire,Boardwalk Empire,0,2010,2014,55,"Crime,Drama,History"
movie,Lottery Ticket,Lottery Ticket,0,2010,\N,99,Comedy
movie,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,0,2010,\N,113,"Adventure,Family,Fantasy"
movie,Four,Four,0,2012,\N,75,"Drama,Romance"
movie,Heredity,Heredity,0,2010,\N,\N,"Horror,Thriller"
movie,Funkytown,Funkytown,0,2011,\N,132,Drama
movie,The Unwanted,The Unwanted,0,2013,\N,95,"Drama,Thriller"
movie,The Adventures of Tintin,The Adventures of Tintin,0,2011,\N,107,"Action,Adventure,Animation"
movie,You're Nobody 'til Somebody Kills You,You're Nobody 'til Somebody Kills You,0,2012,\N,86,"Horror,Thriller"
movie,El Padrino II: Border Intrusion,El Padrino II: Border Intrusion,0,2011,\N,90,Crime
movie,A Dance for Grace,A Dance for Grace,0,2010,\N,\N,Drama
movie,Multiple Sarcasms,Multiple Sarcasms,0,2010,\N,97,Drama
videoGame,Black Mirror 2,Black Mirror 2,0,2010,\N,\N,"Adventure,Horror,Mystery"
movie,Machete,Machete,0,2010,\N,105,"Action,Crime,Thriller"
movie,The Magic Crystal,Maaginen kristalli,0,2011,\N,80,"Adventure,Animation,Comedy"
movie,A Flat,A Flat,0,2010,\N,103,"Drama,Horror,Romance"
movie,The Gainesville Ripper,The Gainesville Ripper,0,2010,\N,90,Horror
movie,Dear John,Dear John,0,2010,\N,108,"Drama,Romance,War"
movie,Detention,Detention,0,2010,\N,81,"Horror,Thriller"
movie,The Green Hornet,The Green Hornet,0,2011,\N,119,"Action,Comedy,Crime"
movie,The Significant Other,The Significant Other,0,2012,\N,90,"Comedy,Romance"
short,The Passport,The Passport,0,2010,\N,18,Short
tvMovie,Dave Brubeck: In His Own Sweet Way,Dave Brubeck: In His Own Sweet Way,0,2010,\N,85,Documentary
movie,Hanna,Hanna,0,2011,\N,111,"Action,Drama,Thriller"
movie,The Wolf of Wall Street,The Wolf of Wall Street,0,2013,\N,180,"Biography,Comedy,Crime"
movie,Adventure Scouts,Adventure Scouts,0,2010,\N,83,"Action,Adventure,Comedy"
movie,The Courier,The Courier,0,2012,\N,95,"Action,Crime,Drama"
movie,The Unforgiven,The Unforgiven,0,2011,\N,115,Drama
movie,Pelé: Birth of a Legend,Pelé: Birth of a Legend,0,2016,\N,107,"Biography,Drama,Sport"
movie,The Extendables,The Extendables,0,2014,\N,84,Comedy
movie,Legend of the Red Reaper,Legend of the Red Reaper,0,2013,\N,99,"Action,Adventure,Fantasy"
movie,The Slimbones,The Slimbones,0,2014,\N,\N,Animation
movie,Bibliothèque Pascal,Bibliothèque Pascal,0,2010,\N,105,Drama
movie,The Experiment,The Experiment,0,2010,\N,96,"Drama,Thriller"
movie,Looking for the Lost Tango,Stadilaista tangoa etsimässä,0,2010,\N,90,"Documentary,Music"
movie,Two Knives,Two Knives,0,2011,\N,107,Action
movie,Straw Dogs,Straw Dogs,0,2011,\N,110,"Action,Drama,Thriller"
movie,Megamind,Megamind,0,2010,\N,95,"Action,Animation,Comedy"
tvMovie,Welcome to the Family,Welcome to the Family,0,2010,\N,\N,Reality-TV
movie,The Young Messiah,The Young Messiah,0,2016,\N,111,"Drama,Fantasy"
movie,If You Only Knew,If You Only Knew,0,2011,\N,106,Drama
movie,Call of Life,Call of Life,0,2010,\N,60,Documentary
movie,Last Breath,Last Breath,0,2010,\N,91,Horror
movie,The Iron Lady,The Iron Lady,0,2011,\N,105,"Biography,Drama"
movie,Colombian Interviews,Colombian Interviews,0,2011,\N,\N,"Drama,Thriller"
movie,Opal,Opal,0,2010,\N,79,Drama
movie,The Steamroom,The Steamroom,0,2010,\N,91,"Comedy,Drama"
movie,Return of the Atom,Atomin paluu,0,2015,\N,110,Documentary
